PARAMETERS:
PAR,version,IMPORT_WAVE
PAR,threads,256
PAR,spikes_sought,120000
PAR,leniency_threshold,1e-06
PAR,error_bound,1e-07
PAR,neuron_count_x,20000
PAR,neuron_count_y,1
PAR,neuron_count_z,1
PAR,dx,0.002
PAR,dy,1
PAR,dz,1
PAR,even_offset_yx,0
PAR,even_offset_zx,0
PAR,even_offset_zy,0
PAR,v_r,0
PAR,v_th,1
PAR,synapse_decay,6
PAR,decay_tolerance,1e-05
PAR,normal_strength_e,2
PAR,normal_sigma_e,1
PAR,normal_strength_i,2
PAR,normal_sigma_i,2
PAR,exp_strength_e,11
PAR,exp_strength_i,7
PAR,exp_exponent_e,5
PAR,exp_exponent_i,3.5
PAR,input_sigma,0.5
PAR,input_strength,10
PAR,input_shutoff,1.0
PAR,input_base_before,3.5181818181818185
PAR,input_base_after,3.5181818181818185
PAR,rc_height,2
PAR,rc_narrow,10
PAR,R,3.25
PAR,D,1.1
PAR,dR,0.005
PAR,R_target,3.25
PAR,dbeta,0
PAR,beta_target,0
PAR,dD,0
PAR,D_target,0
PAR,bifurcation,3.222163214814716
PAR,neurons_number,20000
PAR,dimension,1
PAR,blocks,79
PAR,R_original,3.2
MODULES:
MOD,distance,modules.distances_ring_123
MOD,connection_weight,modules.connection_weight_difference_of_normals
MOD,v_calcs,modules.v_calcs_ssLIF
MOD,i_update,modules.input_update_ssLIF_dynamic
MOD,v_init,modules.voltage_init_null
MOD,i_init,modules.input_init_constant
MOD,coord_init,modules.coordinate_init_R123
MOD,fire_check,modules.fire_check_ssLIF_trig
MOD,root_finder,modules.newton_raphson_ssLIF
MOD,paramchange,modules.update_R
MOD,cleanup,modules.cleanup_ssLIF
DATA:
10000,2.3042946887934325e-13,0.001
7147,0.0003925953744233083,-5.705
10001,0.0006578732461330341,0.003
7148,0.0010525850303561147,-5.703
10002,0.0013157437288638656,0.005
7149,0.0017125738704063642,-5.7010000000000005
10003,0.0019736114826231937,0.007
7150,0.0023725618808545287,-5.699
10004,0.0026314765416091536,0.009000000000000001
7151,0.0030325490479818423,-5.697
10005,0.0032893389399604855,0.011
7152,0.00369253535808648,-5.695
10006,0.003947198711761727,0.013000000000000001
7153,0.004352520797473694,-5.6930000000000005
10007,0.004605055891031922,0.015
7154,0.005012505352464341,-5.691
10008,0.005262910511739948,0.017
7155,0.00567248900938226,-5.689
10009,0.005920762607786077,0.019
7156,0.006332471754571608,-5.687
10010,0.006578612213013058,0.021
7157,0.006992453574381796,-5.6850000000000005
10011,0.0072364593612007835,0.023
7158,0.007652434455178357,-5.683
10012,0.007894304086067817,0.025
7159,0.008312414383333721,-5.681
10013,0.008552146421267863,0.027
7160,0.008972393345239079,-5.679
10014,0.009209986400390382,0.029
7161,0.009632371327292784,-5.6770000000000005
10015,0.009867824056960042,0.031
7162,0.010292348315911342,-5.675
10016,0.01052565942443479,0.033
7163,0.010952324297518447,-5.673
10017,0.011183492536206995,0.035
7164,0.011612299258556296,-5.671
10018,0.011841323425598533,0.037
7165,0.012272273185476712,-5.6690000000000005
10019,0.012499152125869715,0.039
7166,0.012932246064748864,-5.667
10020,0.013156978670201266,0.041
7167,0.013592217882850234,-5.665
10021,0.013814803091715337,0.043000000000000003
7168,0.014252188626283297,-5.663
10022,0.014472625423457657,0.045
7169,0.014912158281551829,-5.6610000000000005
10023,0.01513044569840126,0.047
7170,0.015572126835185721,-5.659
10024,0.01578826394944794,0.049
7171,0.01623209427372228,-5.657
10025,0.016446080209430683,0.051000000000000004
7172,0.01689206058371816,-5.655
10026,0.01710389451110152,0.053
7173,0.01755202575174435,-5.6530000000000005
10027,0.017761706887149065,0.055
7174,0.018211989764386396,-5.651
10028,0.018419517370174655,0.057
7175,0.018871952608246992,-5.649
10029,0.019077325992710503,0.059000000000000004
7176,0.019531914269946285,-5.647
10030,0.019735132787210754,0.061
7177,0.02019187473611743,-5.6450000000000005
10031,0.020392937786055346,0.063
7178,0.020851833993414986,-5.643
10032,0.021050741021538713,0.065
7179,0.021511792028501436,-5.641
10033,0.02170854252588445,0.067
7180,0.022171748828069698,-5.639
10034,0.02236634233123424,0.069
7181,0.022831704378820684,-5.6370000000000005
10035,0.02302414046964819,0.07100000000000001
7182,0.023491658667474297,-5.635
10036,0.023681936973105874,0.073
7183,0.024151611680766707,-5.633
10037,0.024339731873504692,0.075
7184,0.024811563405458575,-5.631
10038,0.024997525202663576,0.077
7185,0.025471513828322086,-5.6290000000000004
10039,0.025655316992314298,0.079
7186,0.026131462936151165,-5.627
10040,0.026313107274110032,0.081
7187,0.026791410715755998,-5.625
10041,0.02697089607961217,0.083
7188,0.027451357153970294,-5.623
10042,0.027628683440302074,0.085
7189,0.02811130223764099,-5.621
10043,0.02828646938757734,0.08700000000000001
7190,0.028771245953636372,-5.619
10044,0.028944253952746603,0.089
7191,0.029431188288848567,-5.617
10045,0.029602037167029794,0.091
7192,0.03009112923018461,-5.615
10046,0.0302598190615626,0.093
7193,0.030751068764571014,-5.613
10047,0.030917599667393103,0.095
7194,0.031411006878959,-5.611
10048,0.03157537901543931,0.097
7195,0.03207094356031677,-5.609
10049,0.0322331571366445,0.099
7196,0.03273087879563343,-5.607
10050,0.032890934061751205,0.101
7197,0.033390812571918345,-5.605
10051,0.03354870982144226,0.10300000000000001
7198,0.034050744876206095,-5.603
10052,0.03420648444631387,0.105
7199,0.03471067569554501,-5.601
10053,0.034864257966873646,0.107
7200,0.03537060501701291,-5.599
10054,0.035522030413528784,0.109
7201,0.03603053282770405,-5.597
10055,0.036179801816599466,0.111
7202,0.03669045911473625,-5.595
10056,0.03683757220630539,0.113
7203,0.03735038386525055,-5.593
10057,0.03749534161278375,0.115
7204,0.03801030706640954,-5.591
10058,0.03815311006605946,0.117
7205,0.03867022870539389,-5.589
10059,0.03881087759608148,0.11900000000000001
7206,0.0393301487694135,-5.587
10060,0.03946864423268356,0.121
7207,0.039990067245703816,-5.585
10061,0.04012641000561703,0.123
7208,0.04064998412150657,-5.583
10062,0.0407841749445275,0.125
7209,0.04130989938410825,-5.581
10063,0.041441939078966365,0.127
7210,0.041969813020805144,-5.579
10064,0.04209970243838745,0.129
7211,0.04262972501891986,-5.577
10065,0.04275746505214162,0.131
7212,0.04328963536580233,-5.575
10066,0.04341522694947972,0.133
7213,0.043949544048826686,-5.573
10067,0.04407298815956119,0.135
7214,0.044609451055383956,-5.571
10068,0.04473074871143155,0.137
7215,0.04526935637289382,-5.569
10069,0.045388508634044714,0.139
7216,0.045929259988803706,-5.567
10070,0.04604626795624723,0.14100000000000001
7217,0.046589161890591264,-5.565
10071,0.046704026706788464,0.14300000000000002
7218,0.047249062065742906,-5.563
10072,0.04736178491431352,0.145
7219,0.04790896050178043,-5.561
10073,0.048019542607355366,0.147
7220,0.04856885718624725,-5.559
10074,0.04867729981435757,0.149
7221,0.04922875210672476,-5.557
10075,0.049335056563648096,0.151
7222,0.049888645250798884,-5.555
10076,0.04999281288345323,0.153
7223,0.050548536606098156,-5.553
10077,0.05065056880189387,0.155
7224,0.051208426160273934,-5.551
10078,0.05130832434699018,0.157
7225,0.05186831390099816,-5.549
10079,0.05196607954664293,0.159
7226,0.05252819981597297,-5.547
10080,0.05262383442865926,0.161
7227,0.05318808389293393,-5.545
10081,0.05328158902072741,0.163
7228,0.053847966119631316,-5.543
10082,0.05393934335043607,0.165
7229,0.05450784648384724,-5.541
10083,0.05459709744526423,0.167
7230,0.055167724973401146,-5.539
10084,0.0552548513325769,0.169
7231,0.05582760157612153,-5.537
10085,0.055912605039636916,0.171
7232,0.056487476279876894,-5.535
10086,0.056570358593586785,0.17300000000000001
7233,0.057147349072559125,-5.533
10087,0.057228112021469275,0.17500000000000002
7234,0.05780721994209403,-5.531
10088,0.05788586535021422,0.177
7235,0.05846708887642913,-5.529
10089,0.05854361860662783,0.179
7236,0.059126955863539506,-5.527
10090,0.05920137181742333,0.181
7237,0.05978682089143781,-5.525
10091,0.05985912500918941,0.183
7238,0.06044668394815206,-5.523
10092,0.060516878208405386,0.185
7239,0.06110654502175164,-5.521
10093,0.06117463144144334,0.187
7240,0.061766404100325016,-5.519
10094,0.061832384734544596,0.189
7241,0.062426261171996664,-5.517
10095,0.06249013811385673,0.191
7242,0.06308611622491861,-5.515
10096,0.06314789160540073,0.193
7243,0.06374596924727073,-5.513
10097,0.063805645235086,0.195
7244,0.06440582022726701,-5.511
10098,0.06446339902870867,0.197
7245,0.06506566915314382,-5.509
10099,0.06512115301194348,0.199
7246,0.0657255160131727,-5.507
10100,0.06577890721035468,0.201
7247,0.06638536079565742,-5.505
10101,0.06643666164938716,0.203
7248,0.0670452034889243,-5.503
10102,0.06709441635437703,0.20500000000000002
7249,0.06770504408133718,-5.501
10103,0.06775217135052683,0.20700000000000002
7250,0.06836488256128737,-5.4990000000000006
10104,0.06840992666293037,0.209
7251,0.06902471891720077,-5.497
10105,0.06906768231657184,0.211
7252,0.06968455313753048,-5.495
10106,0.06972543833629825,0.213
7253,0.07034438521075763,-5.493
10107,0.0703831947468604,0.215
7254,0.07100421512540603,-5.4910000000000005
10108,0.07104095157286988,0.217
7255,0.07166404287001515,-5.489
10109,0.07169870883882665,0.219
7256,0.07232386843317029,-5.487
10110,0.07235646656911156,0.221
7257,0.07298369180348106,-5.485
10111,0.07301422478798844,0.223
7258,0.07364351296958845,-5.4830000000000005
10112,0.07367198351959,0.225
7259,0.07430333192016819,-5.481
10113,0.07432974278793807,0.227
7260,0.07496314864393325,-5.479
10114,0.07498750261692955,0.229
7261,0.07562296312961474,-5.477
10115,0.07564526303033953,0.231
7262,0.07628277536598975,-5.4750000000000005
10116,0.07630302405181869,0.233
7263,0.07694258534186314,-5.473
10117,0.07696078570490188,0.23500000000000001
7264,0.07760239304607335,-5.471
10118,0.07761854801299338,0.23700000000000002
7265,0.07826219846748246,-5.469
10119,0.07827631099937879,0.23900000000000002
7266,0.07892200159500415,-5.4670000000000005
10120,0.07893407468722338,0.241
7267,0.07958180241757144,-5.465
10121,0.0795918390995624,0.243
7268,0.08024160092414984,-5.463
10122,0.08024960425930958,0.245
7269,0.08090139710375095,-5.461
10123,0.08090737018925555,0.247
7270,0.08156119094540593,-5.4590000000000005
10124,0.08156513691206696,0.249
7271,0.08222098243818499,-5.457
10125,0.08222290445028356,0.251
10126,0.0828806728338981,0.253
7272,0.08288077157986105,-5.455
10127,0.08353844223989665,0.255
7273,0.0835405585046679,-5.453
10128,0.08419621251708348,0.257
7274,0.08420034303736536,-5.4510000000000005
10129,0.08485398368744464,0.259
7275,0.08486012516715799,-5.449
10130,0.08551175577284625,0.261
7276,0.08551990488324998,-5.447
10131,0.08616952879502925,0.263
7277,0.08617968217487251,-5.445
10132,0.08682730277561104,0.265
7278,0.08683945703130205,-5.4430000000000005
10133,0.08748507773607474,0.267
7279,0.0874992294418414,-5.441
10134,0.08814285369778568,0.269
7280,0.08815899939583156,-5.439
10135,0.08880063068197515,0.271
7281,0.0888187668826512,-5.437
10136,0.08945840870974686,0.273
7282,0.08947853189171073,-5.4350000000000005
10137,0.0901161878020766,0.275
7283,0.09013829441245924,-5.433
10138,0.09077396797982096,0.277
7284,0.09079805443437883,-5.431
10139,0.09143174926369824,0.279
7285,0.09145781194698849,-5.429
10140,0.09208953167430277,0.281
7286,0.0921175669398442,-5.4270000000000005
10141,0.09274731523209402,0.28300000000000003
7287,0.09277731940254096,-5.425
10142,0.09340509995740653,0.28500000000000003
7288,0.09343706932469616,-5.423
10143,0.09406288587045292,0.28700000000000003
7289,0.09409681669598555,-5.421
10144,0.09472067299130736,0.289
7290,0.09475656150610204,-5.4190000000000005
10145,0.09537846133991326,0.291
7291,0.09541630374478255,-5.417
10146,0.09603625093609294,0.293
7292,0.09607604340180753,-5.415
10147,0.09669404179952779,0.295
7293,0.09673578046697401,-5.413
10148,0.09735183394978128,0.297
7294,0.09739551493014895,-5.4110000000000005
10149,0.09800962740627323,0.299
7295,0.09805524678119845,-5.409
10150,0.09866742218830163,0.301
7296,0.09871497601005016,-5.407
10151,0.0993252183150357,0.303
7297,0.0993747026066622,-5.405
10152,0.09998301580550097,0.305
7298,0.1000344265610344,-5.4030000000000005
10153,0.10064081467860457,0.307
7299,0.10069414786319389,-5.401
10154,0.10129861495312294,0.309
7300,0.1013538665032172,-5.399
10155,0.1019564166476884,0.311
7301,0.10201358247120787,-5.397
10156,0.1026142197808137,0.313
7302,0.10267329575731665,-5.3950000000000005
10157,0.10327202437086817,0.315
7303,0.1033330063517236,-5.393
10158,0.10392983043610525,0.317
7304,0.10399271424465259,-5.391
10159,0.10458763799463011,0.319
7305,0.10465241942636923,-5.389
10160,0.1052454470644301,0.321
7306,0.10531212188716284,-5.3870000000000005
10161,0.10590325766334789,0.323
7307,0.10597182161737485,-5.385
10162,0.106561069809095,0.325
7308,0.10663151860738057,-5.383
10163,0.10721888351925793,0.327
7309,0.10729121284759353,-5.381
10164,0.10787669881128395,0.329
7310,0.10795090432846385,-5.3790000000000004
10165,0.10853451570249101,0.331
7311,0.10861059304048648,-5.377
10166,0.10919233421006229,0.333
7312,0.10927027897418524,-5.375
10167,0.10985015435104614,0.335
7313,0.1099299621201345,-5.373
10168,0.11050797614235784,0.337
7314,0.1105896424689387,-5.371
10169,0.11116579960078468,0.339
7315,0.11124932001123865,-5.369
10170,0.11182362474297028,0.341
7316,0.11190899473772963,-5.367
10171,0.11248145158543708,0.343
7317,0.11256866663913329,-5.365
10172,0.11313928014455629,0.34500000000000003
7318,0.1132283357062079,-5.363
10173,0.11379711043658687,0.34700000000000003
7319,0.11388800192976652,-5.361
10174,0.11445494247763835,0.34900000000000003
7320,0.11454767443687519,-5.359
10175,0.1151127762828812,0.35100000000000003
7321,0.11520735426865432,-5.357
10176,0.11577061186725023,0.353
7322,0.11586703118146578,-5.355
10177,0.1164284492464793,0.355
7323,0.11652670516654141,-5.353
10178,0.11708628843614084,0.357
7324,0.11718637621515599,-5.351
10179,0.11774412945169598,0.359
7325,0.11784604431861792,-5.349
10180,0.11840197230845677,0.361
7326,0.11850570946828054,-5.347
10181,0.11905981702160241,0.363
7327,0.1191653716555213,-5.345
10182,0.11971766360618658,0.365
7328,0.11982503087178104,-5.343
10183,0.12037551207711332,0.367
7329,0.12048468710851773,-5.341
10184,0.12103336244917356,0.369
7330,0.12114434035723375,-5.339
10185,0.1216912147369959,0.371
7331,0.12180399060947397,-5.337
10186,0.1223490689550992,0.373
7332,0.12246363785682024,-5.335
10187,0.12300692511784841,0.375
7333,0.12312328209089322,-5.333
10188,0.12366478323949194,0.377
7334,0.12378292330334996,-5.331
10189,0.12432264333412398,0.379
7335,0.1244425614858928,-5.329
10190,0.12498050541571618,0.381
7336,0.12510219663026162,-5.327
10191,0.12563836949810114,0.383
7337,0.12576182872822397,-5.325
10192,0.12629623559497935,0.385
7338,0.12642145777160607,-5.323
10193,0.12695410371991292,0.387
7339,0.12708108375226101,-5.321
10194,0.12761197388632528,0.389
7340,0.1277407066620785,-5.319
10195,0.12826984610751516,0.391
7341,0.12840032649299948,-5.317
10196,0.12892772039663855,0.393
7342,0.12905994323699857,-5.315
10197,0.12958559676671455,0.395
7343,0.12971955688608466,-5.313
10198,0.13024347523063495,0.397
7344,0.1303791674323132,-5.311
10199,0.13090135580115106,0.399
7345,0.13103877486777507,-5.309
10200,0.1315592384908798,0.401
7346,0.13169837918460767,-5.307
